ID,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31323,27,female,Bachelor,67171,2,RENT,4000,EDUCATION,9.18,0.06,9,669,No,0
31324,22,female,Associate,52768,1,MORTGAGE,6000,VENTURE,7.51,0.11,3,654,No,0
31325,22,female,High School,83639,3,MORTGAGE,15000,PERSONAL,10.65,0.18,4,674,No,1
31326,23,male,High School,19676,0,RENT,2500,EDUCATION,10.65,0.13,2,642,No,1
31327,26,female,Bachelor,53782,2,MORTGAGE,20000,PERSONAL,17.27,0.37,2,642,No,1
31328,23,male,Bachelor,76988,0,RENT,16000,EDUCATION,14.42,0.21,3,683,No,1
31329,24,female,High School,72961,0,MORTGAGE,1500,HOMEIMPROVEMENT,12.42,0.02,2,579,Yes,0
31330,31,female,Associate,120762,3,RENT,20000,VENTURE,12.42,0.17,9,621,Yes,0
31331,33,male,Bachelor,80158,10,RENT,10000,VENTURE,11.35,0.12,10,613,Yes,0
31332,40,female,High School,137915,18,MORTGAGE,6000,MEDICAL,5.42,0.04,17,675,Yes,0
31333,26,female,Master,60925,4,RENT,4800,VENTURE,11.01,0.08,3,655,Yes,0
31334,23,male,High School,193053,3,MORTGAGE,15000,DEBTCONSOLIDATION,7.91,0.08,4,649,Yes,0
31335,34,male,Bachelor,60947,10,RENT,4000,DEBTCONSOLIDATION,11.46,0.07,6,689,No,0
31336,23,female,Associate,59810,0,MORTGAGE,2402,HOMEIMPROVEMENT,11.75,0.04,3,622,Yes,0
31337,25,male,Master,40687,4,RENT,3200,MEDICAL,5.42,0.08,4,635,Yes,0
31338,22,female,Bachelor,44865,1,MORTGAGE,9950,VENTURE,7.29,0.22,3,658,Yes,0
31339,22,male,High School,26872,3,OWN,8500,VENTURE,6.54,0.32,4,656,No,0
31340,21,male,Bachelor,28576,1,RENT,6250,PERSONAL,13.48,0.22,3,673,No,0
31341,23,male,Associate,82387,0,MORTGAGE,21000,DEBTCONSOLIDATION,12.84,0.25,2,573,Yes,0
31342,26,male,High School,76734,4,MORTGAGE,7037,PERSONAL,13.56,0.09,3,652,No,0
31343,26,female,Associate,50890,1,RENT,6442,MEDICAL,7.7,0.13,5,661,Yes,0
31344,31,male,High School,29838,11,RENT,4400,PERSONAL,15.62,0.15,6,629,No,1
31345,24,male,High School,61080,0,MORTGAGE,6400,VENTURE,8.17,0.1,3,644,Yes,0
31346,23,male,High School,78910,3,RENT,6000,MEDICAL,9.63,0.08,3,593,Yes,0
31347,29,male,High School,65905,5,MORTGAGE,12000,MEDICAL,11.99,0.18,8,531,Yes,0
31348,23,female,High School,30894,0,RENT,5583,PERSONAL,7.95,0.18,4,646,Yes,0
31349,33,male,Associate,92631,8,MORTGAGE,10400,EDUCATION,7.66,0.11,5,545,Yes,0
31350,24,male,Bachelor,69858,0,MORTGAGE,4000,PERSONAL,6.76,0.06,3,631,No,0
31351,23,male,Associate,54964,0,RENT,4800,PERSONAL,13.34,0.09,4,529,No,0
31352,26,female,High School,65919,2,RENT,6600,PERSONAL,11.97,0.1,4,601,No,0
31353,24,female,High School,86071,4,RENT,10000,EDUCATION,10.57,0.12,4,681,Yes,0
31354,24,male,Bachelor,88421,4,RENT,22400,VENTURE,16.7,0.25,4,708,No,1
31355,28,male,Master,130627,6,MORTGAGE,5000,VENTURE,12.87,0.04,8,635,No,0
31356,26,male,Bachelor,30278,3,RENT,6000,DEBTCONSOLIDATION,6.62,0.2,4,628,Yes,0
31357,25,male,High School,71842,2,OTHER,12000,MEDICAL,13.23,0.17,3,660,No,1
31358,28,male,Associate,91594,3,MORTGAGE,3500,EDUCATION,14.91,0.04,9,671,Yes,0
31359,24,female,High School,18339,0,RENT,4393,DEBTCONSOLIDATION,10.58,0.24,3,623,No,1
31360,24,male,High School,81479,1,MORTGAGE,12150,HOMEIMPROVEMENT,10.37,0.15,3,606,Yes,0
31361,28,female,Bachelor,49400,4,MORTGAGE,1900,EDUCATION,5.99,0.04,10,624,Yes,0
31362,22,female,Associate,55194,0,RENT,5500,EDUCATION,10.38,0.1,2,678,No,0
31363,26,male,High School,94505,6,RENT,25000,VENTURE,13.21,0.26,4,634,No,1
31364,31,male,High School,141093,6,MORTGAGE,8900,VENTURE,10,0.06,5,512,Yes,0
31365,28,male,Bachelor,205052,7,RENT,12000,HOMEIMPROVEMENT,5.79,0.06,6,630,Yes,0
31366,34,female,Doctorate,104863,9,MORTGAGE,8000,MEDICAL,13.33,0.08,9,700,No,0
31367,32,male,Bachelor,145132,4,MORTGAGE,6000,PERSONAL,11.84,0.04,8,696,No,0
31368,25,female,High School,44844,2,RENT,5587,EDUCATION,9.64,0.12,4,634,No,0
31369,24,female,Bachelor,55834,0,MORTGAGE,7500,EDUCATION,9.01,0.13,5,676,No,0
31370,24,female,High School,64432,1,RENT,8000,DEBTCONSOLIDATION,12.87,0.12,4,631,Yes,0
31371,33,male,Bachelor,51563,13,MORTGAGE,6400,VENTURE,7.88,0.12,10,585,No,0
31372,29,female,High School,37228,7,MORTGAGE,8000,HOMEIMPROVEMENT,12.84,0.21,8,636,Yes,0
31373,25,male,High School,252700,2,MORTGAGE,12646,PERSONAL,11.5,0.05,4,581,Yes,0
31374,29,male,Associate,119913,6,RENT,8000,HOMEIMPROVEMENT,12.99,0.07,8,683,No,0
31375,24,male,Master,49905,0,RENT,8200,MEDICAL,11.36,0.16,4,662,No,0
31376,46,female,High School,114993,25,MORTGAGE,5000,MEDICAL,7.02,0.04,15,646,Yes,0
31377,31,female,Master,128094,5,MORTGAGE,6000,MEDICAL,10.99,0.05,7,665,Yes,0
31378,25,male,Bachelor,216483,0,MORTGAGE,9950,VENTURE,11.26,0.05,2,601,No,0
31379,23,female,Master,57600,1,RENT,15000,VENTURE,11.48,0.26,4,635,No,1
31380,26,female,Associate,25121,7,RENT,4800,MEDICAL,8.99,0.19,3,571,Yes,0
31381,26,male,Bachelor,36851,4,OWN,12000,PERSONAL,11.36,0.33,3,564,Yes,0
31382,33,male,Bachelor,52685,13,RENT,7000,MEDICAL,7.88,0.13,6,726,No,0
31383,30,female,Associate,84773,8,RENT,15000,PERSONAL,13.61,0.18,8,693,No,0
31384,36,male,Bachelor,174926,14,RENT,25000,MEDICAL,11.01,0.14,15,572,Yes,0
31385,22,male,High School,103201,0,MORTGAGE,15000,VENTURE,6.03,0.15,2,584,Yes,0
31386,22,male,Bachelor,60870,0,RENT,7500,PERSONAL,8.32,0.12,4,667,Yes,0
31387,23,female,Bachelor,75532,2,MORTGAGE,5930,DEBTCONSOLIDATION,6.67,0.08,2,656,No,0
31388,26,female,Bachelor,57896,4,RENT,12134,MEDICAL,9.84,0.21,4,590,Yes,0
31389,24,female,Associate,66996,5,MORTGAGE,3000,DEBTCONSOLIDATION,11.12,0.04,2,555,No,0
31390,26,male,Bachelor,39182,4,RENT,6400,VENTURE,14.35,0.16,4,664,Yes,0
31391,34,male,Bachelor,59476,14,OWN,2400,HOMEIMPROVEMENT,7.14,0.04,7,710,Yes,0
31392,23,female,Associate,51738,4,MORTGAGE,10000,EDUCATION,5.42,0.19,4,708,No,0
31393,30,male,Bachelor,168919,9,MORTGAGE,15000,HOMEIMPROVEMENT,16.35,0.09,5,696,Yes,0
31394,38,male,High School,29738,12,RENT,3000,MEDICAL,11.01,0.1,16,569,Yes,0
31395,27,male,Associate,109030,6,MORTGAGE,10000,MEDICAL,7.14,0.09,10,495,Yes,0
31396,24,male,Bachelor,42867,3,RENT,5800,MEDICAL,8.32,0.14,3,715,No,0
31397,37,male,High School,72878,14,RENT,6000,VENTURE,12.69,0.08,11,651,No,0
31398,25,male,Master,91174,2,RENT,8800,VENTURE,14.59,0.1,3,707,Yes,0
31399,23,female,Bachelor,90995,0,RENT,13200,VENTURE,6.17,0.15,4,677,No,0
31400,22,female,Associate,58887,0,MORTGAGE,4400,DEBTCONSOLIDATION,5.99,0.07,3,660,No,0
31401,23,female,Master,99230,1,MORTGAGE,10993,EDUCATION,10.96,0.11,3,683,No,0
31402,32,male,Bachelor,49064,7,RENT,9600,DEBTCONSOLIDATION,13.48,0.2,5,661,No,0
31403,25,female,High School,51411,2,RENT,3500,VENTURE,5.42,0.07,4,640,Yes,0
31404,28,male,Associate,33290,3,OWN,4308,VENTURE,6.05,0.13,7,562,Yes,0
31405,35,female,Master,66898,13,MORTGAGE,1448,EDUCATION,10.73,0.02,5,680,Yes,0
31406,24,male,Bachelor,104292,3,MORTGAGE,16200,PERSONAL,11.01,0.16,4,578,No,0
31407,25,male,High School,22616,4,RENT,1211,DEBTCONSOLIDATION,11.34,0.05,4,672,No,0
31408,32,male,High School,75621,8,RENT,10000,VENTURE,17.27,0.13,7,627,No,1
31409,36,female,High School,34828,14,RENT,6144,MEDICAL,10.83,0.18,10,654,No,1
31410,26,male,Bachelor,37091,5,RENT,6000,DEBTCONSOLIDATION,7.74,0.16,3,543,Yes,0
31411,30,male,Bachelor,111523,7,RENT,5000,VENTURE,11.01,0.04,6,665,No,0
31412,30,female,Bachelor,103108,9,MORTGAGE,6000,MEDICAL,5.42,0.06,8,680,No,0
31413,24,male,Bachelor,77639,2,RENT,9874,DEBTCONSOLIDATION,11.31,0.13,4,551,No,1
31414,25,male,High School,35738,0,RENT,9274,DEBTCONSOLIDATION,14.34,0.26,4,630,No,1
31415,34,male,Associate,43296,13,MORTGAGE,2800,EDUCATION,14.17,0.06,7,713,No,1
31416,21,male,Master,72993,0,MORTGAGE,6000,VENTURE,10.62,0.08,2,597,No,0
31417,33,male,Bachelor,48142,13,OWN,10000,VENTURE,12.42,0.21,7,680,Yes,0
31418,26,female,Bachelor,80088,4,RENT,2875,DEBTCONSOLIDATION,7.49,0.04,2,669,Yes,0
31419,24,female,Associate,48848,0,RENT,3000,PERSONAL,10.83,0.06,4,620,Yes,0
31420,28,male,Bachelor,69894,5,MORTGAGE,9000,EDUCATION,6.92,0.13,7,695,Yes,0
31421,28,female,Bachelor,193112,5,MORTGAGE,25000,HOMEIMPROVEMENT,12.5,0.13,5,612,Yes,0
31422,22,male,High School,30519,0,RENT,12000,PERSONAL,9.63,0.39,3,669,No,1
31423,25,male,High School,71806,1,RENT,15000,DEBTCONSOLIDATION,15.3,0.21,3,614,No,1
31424,26,male,Master,94796,3,MORTGAGE,10000,EDUCATION,9.63,0.11,4,642,No,1
31425,23,male,Bachelor,37033,0,MORTGAGE,1400,DEBTCONSOLIDATION,6.03,0.04,4,593,No,0
31426,34,male,Master,36594,13,MORTGAGE,14000,VENTURE,7.51,0.38,8,603,Yes,0
31427,24,male,High School,25034,2,RENT,3000,VENTURE,11.01,0.12,4,531,Yes,0
31428,38,female,High School,240826,17,MORTGAGE,20000,PERSONAL,11.48,0.08,15,653,No,0
31429,24,female,Master,78415,1,MORTGAGE,10000,PERSONAL,11.99,0.13,4,670,No,0
31430,23,male,High School,52738,3,RENT,8000,PERSONAL,11.11,0.15,2,618,Yes,0
31431,26,female,Associate,40039,2,MORTGAGE,4200,DEBTCONSOLIDATION,16.02,0.1,3,587,No,1
31432,29,female,High School,48721,3,OWN,5000,MEDICAL,5.42,0.1,10,595,Yes,0
31433,26,male,Associate,61131,7,RENT,13000,HOMEIMPROVEMENT,11.31,0.21,4,638,Yes,0
31434,34,female,Associate,135394,10,MORTGAGE,12800,EDUCATION,8.94,0.09,6,657,No,0
31435,39,male,Doctorate,33181,15,RENT,4800,MEDICAL,8.56,0.14,13,716,No,0
31436,35,female,Bachelor,21157,12,RENT,3000,HOMEIMPROVEMENT,5.42,0.14,7,720,No,1
31437,24,female,Bachelor,32465,3,RENT,4800,EDUCATION,13.35,0.15,3,648,Yes,0
31438,23,female,High School,157061,2,MORTGAGE,25000,HOMEIMPROVEMENT,11.83,0.16,3,589,Yes,0
31439,27,female,Bachelor,211281,4,MORTGAGE,11500,HOMEIMPROVEMENT,7.51,0.05,7,727,No,0
31440,40,male,High School,108894,15,MORTGAGE,2800,DEBTCONSOLIDATION,10.65,0.03,14,591,No,0
31441,28,male,Bachelor,64231,6,RENT,8500,MEDICAL,5.79,0.13,9,573,Yes,0
31442,35,male,High School,120996,10,MORTGAGE,10000,VENTURE,6.62,0.08,8,674,No,0
31443,23,male,Master,49247,5,MORTGAGE,5000,MEDICAL,7.68,0.1,4,627,No,0
31444,49,female,High School,79001,25,MORTGAGE,12000,PERSONAL,10.62,0.15,17,662,Yes,0
31445,23,male,Master,106589,0,MORTGAGE,12000,MEDICAL,11.01,0.11,2,673,Yes,0
31446,34,male,Associate,47683,10,RENT,7500,MEDICAL,10.11,0.16,8,695,No,1
31447,33,male,Bachelor,96925,4,RENT,1782,PERSONAL,10.73,0.02,7,684,No,0
31448,24,male,Associate,55349,3,RENT,5045,EDUCATION,10.62,0.09,4,596,No,0
31449,23,male,Master,49063,0,RENT,12000,PERSONAL,9.63,0.24,2,558,Yes,0
31450,24,male,Associate,61177,2,MORTGAGE,9000,HOMEIMPROVEMENT,7.14,0.15,2,610,Yes,0
31451,27,male,Associate,93737,4,RENT,5425,DEBTCONSOLIDATION,10.59,0.06,9,609,No,1
31452,22,male,Associate,50385,0,RENT,7000,EDUCATION,5.92,0.14,4,644,Yes,0
31453,22,male,Bachelor,14840,1,RENT,6700,EDUCATION,7.66,0.45,4,543,No,1
31454,27,female,Bachelor,91098,6,MORTGAGE,18050,MEDICAL,10,0.2,10,674,Yes,0
31455,31,male,High School,39026,10,MORTGAGE,2000,MEDICAL,13.61,0.05,6,639,Yes,0
31456,21,female,Associate,29537,0,RENT,10000,MEDICAL,13.48,0.34,2,659,No,1
31457,25,male,Bachelor,53785,1,RENT,15000,EDUCATION,14.59,0.28,4,630,No,1
31458,28,male,Bachelor,109503,2,MORTGAGE,5512,MEDICAL,9.22,0.05,6,649,Yes,0
31459,29,female,Associate,106410,8,RENT,12000,EDUCATION,12.53,0.11,5,643,Yes,0
31460,24,male,High School,87190,1,MORTGAGE,8200,HOMEIMPROVEMENT,7.88,0.09,4,644,Yes,0
31461,22,male,High School,108843,0,MORTGAGE,20000,VENTURE,12.53,0.18,3,580,No,0
31462,24,male,Associate,96108,0,MORTGAGE,7416,VENTURE,15.34,0.08,4,635,No,1
31463,22,female,Bachelor,48995,2,RENT,8000,VENTURE,7.9,0.16,4,645,Yes,0
31464,24,male,Bachelor,96892,4,MORTGAGE,5550,MEDICAL,8.49,0.06,3,682,No,0
31465,27,female,Master,27797,3,RENT,1000,PERSONAL,14.84,0.04,5,628,Yes,0
31466,24,male,Associate,87063,2,RENT,14000,EDUCATION,7.9,0.16,4,613,Yes,0
31467,23,male,High School,47609,0,MORTGAGE,4800,MEDICAL,11.91,0.1,4,605,Yes,0
31468,24,female,High School,49212,5,RENT,5000,MEDICAL,6.17,0.1,3,691,Yes,0
31469,27,male,Master,33591,5,RENT,10000,DEBTCONSOLIDATION,15.62,0.3,6,626,No,1
31470,25,female,Associate,89651,2,RENT,8000,HOMEIMPROVEMENT,7.29,0.09,3,622,No,1
31471,45,female,Doctorate,24203,19,RENT,2000,VENTURE,8.49,0.08,12,680,Yes,0
31472,33,female,High School,36726,11,RENT,7500,EDUCATION,11.86,0.2,5,521,No,1
31473,25,male,Bachelor,133014,4,RENT,15600,HOMEIMPROVEMENT,15.33,0.12,4,663,No,0
31474,39,male,Associate,37071,15,RENT,2300,DEBTCONSOLIDATION,14.79,0.06,15,685,No,0
31475,27,female,Bachelor,53842,5,MORTGAGE,7000,VENTURE,6.89,0.13,7,678,Yes,0
31476,23,male,Associate,34527,1,MORTGAGE,4000,EDUCATION,6.92,0.12,4,691,Yes,0
31477,24,female,Associate,46811,4,RENT,11000,EDUCATION,11.86,0.23,2,639,Yes,0
31478,29,male,High School,49146,6,OWN,6400,VENTURE,7.64,0.13,7,547,Yes,0
31479,41,female,Bachelor,57348,20,RENT,25000,VENTURE,12.47,0.44,15,556,No,1
31480,65,male,High School,55802,41,RENT,10000,PERSONAL,11.01,0.18,29,659,No,0
31481,28,male,Associate,99570,5,MORTGAGE,15000,VENTURE,12.98,0.15,8,694,Yes,0
31482,27,male,Bachelor,91071,3,RENT,20000,MEDICAL,11.83,0.22,10,562,Yes,0
31483,21,female,High School,89593,0,MORTGAGE,15000,DEBTCONSOLIDATION,11.99,0.17,3,652,Yes,0
31484,23,male,Associate,65863,3,RENT,6000,DEBTCONSOLIDATION,14.09,0.09,3,669,No,1
31485,24,male,High School,100332,1,RENT,28000,VENTURE,15.99,0.28,4,634,No,1
31486,34,male,High School,117602,14,RENT,20000,HOMEIMPROVEMENT,13.22,0.17,7,613,No,0
31487,26,male,Bachelor,166918,3,MORTGAGE,7500,DEBTCONSOLIDATION,6.03,0.04,3,648,Yes,0
31488,25,male,Associate,61169,4,RENT,12000,PERSONAL,16.77,0.2,3,668,Yes,0
31489,22,female,Master,184800,1,MORTGAGE,24000,DEBTCONSOLIDATION,15.62,0.13,2,670,No,1
31490,28,female,Bachelor,121109,4,MORTGAGE,3950,EDUCATION,11.01,0.03,5,702,No,0
31491,28,male,High School,50245,3,RENT,3000,VENTURE,11.11,0.06,6,581,Yes,0
31492,22,female,High School,85115,1,MORTGAGE,13000,EDUCATION,11.14,0.15,2,650,Yes,0
31493,29,male,Bachelor,87715,6,MORTGAGE,10000,PERSONAL,6.17,0.11,10,727,No,0
31494,22,female,Bachelor,42873,0,MORTGAGE,6000,EDUCATION,7.49,0.14,4,677,Yes,0
31495,44,female,Associate,75908,20,RENT,10000,PERSONAL,16.82,0.13,15,697,No,1
31496,28,male,High School,40624,8,RENT,6000,PERSONAL,7.9,0.15,6,595,Yes,0
31497,24,male,High School,120283,0,MORTGAGE,12000,HOMEIMPROVEMENT,9.62,0.1,3,580,No,0
31498,30,male,Associate,79832,8,OWN,4000,VENTURE,12.68,0.05,7,670,Yes,0
31499,33,male,Associate,172604,8,MORTGAGE,10000,HOMEIMPROVEMENT,6.99,0.06,7,649,No,0
31500,24,female,Master,66643,3,RENT,25000,HOMEIMPROVEMENT,11.01,0.38,4,663,No,1
31501,24,female,Associate,84520,1,MORTGAGE,5000,PERSONAL,10.31,0.06,3,697,Yes,0
31502,26,female,Bachelor,36254,5,RENT,10100,PERSONAL,13.55,0.28,4,692,No,1
31503,30,male,Bachelor,37127,5,RENT,12800,MEDICAL,14.79,0.34,9,579,No,1
31504,28,female,Associate,66329,2,RENT,5000,MEDICAL,16.11,0.08,8,650,No,1
31505,28,female,Master,120963,7,OWN,11000,VENTURE,13.61,0.09,8,666,Yes,0
31506,30,female,High School,37818,9,RENT,11200,MEDICAL,11.99,0.3,8,700,No,1
31507,40,male,Associate,130612,18,RENT,9000,HOMEIMPROVEMENT,11.86,0.07,12,671,No,1
31508,26,female,Master,51309,3,RENT,11500,VENTURE,10.17,0.22,4,717,No,0
31509,26,male,Associate,59540,0,RENT,3000,DEBTCONSOLIDATION,11.45,0.05,4,585,No,1
31510,22,female,Associate,91122,0,RENT,12000,VENTURE,11.01,0.13,3,584,Yes,0
31511,24,female,Master,60942,0,RENT,10000,PERSONAL,7.49,0.16,2,642,No,0
31512,22,male,Associate,30385,0,OWN,10000,VENTURE,11.01,0.33,2,645,Yes,0
31513,48,male,Master,111439,23,RENT,16500,DEBTCONSOLIDATION,12.69,0.15,15,630,Yes,0
31514,22,female,High School,132869,0,MORTGAGE,9000,VENTURE,11.11,0.07,4,640,Yes,0
31515,24,female,Associate,87183,0,MORTGAGE,3000,PERSONAL,11.01,0.03,2,682,No,0
31516,29,male,High School,56208,1,MORTGAGE,4000,PERSONAL,9.39,0.07,7,559,Yes,0
31517,22,female,Bachelor,65000,4,RENT,4000,EDUCATION,7.9,0.06,4,681,No,0
31518,23,female,Bachelor,29779,4,RENT,2500,EDUCATION,11.71,0.08,2,639,Yes,0
31519,29,female,Bachelor,61355,5,RENT,9000,EDUCATION,9.9,0.15,8,646,No,0
31520,21,female,Bachelor,100893,0,MORTGAGE,14000,VENTURE,8.49,0.14,2,632,Yes,0
31521,37,male,Associate,67260,14,MORTGAGE,6500,VENTURE,6.03,0.1,16,618,Yes,0
31522,27,female,High School,108937,4,MORTGAGE,10000,PERSONAL,7.05,0.09,5,615,No,0
31523,26,female,Bachelor,87280,3,OWN,10000,MEDICAL,7.74,0.11,4,615,No,0
31524,40,female,High School,99187,17,MORTGAGE,10000,HOMEIMPROVEMENT,11.54,0.1,9,559,No,0
31525,23,female,Master,49164,2,RENT,2675,PERSONAL,8.07,0.05,4,547,Yes,0
31526,31,male,Master,70355,7,MORTGAGE,8875,HOMEIMPROVEMENT,11.01,0.13,5,627,Yes,0
31527,25,male,Associate,70583,1,RENT,6000,HOMEIMPROVEMENT,7.67,0.09,5,691,No,0
31528,22,female,Bachelor,37014,0,MORTGAGE,1750,MEDICAL,10.99,0.05,4,664,No,0
31529,26,male,Bachelor,76592,5,MORTGAGE,3500,HOMEIMPROVEMENT,7.68,0.05,4,635,No,0
31530,28,male,Doctorate,147479,5,MORTGAGE,15000,VENTURE,16.77,0.1,5,639,No,0
31531,26,male,Bachelor,79112,3,MORTGAGE,14400,HOMEIMPROVEMENT,9.99,0.18,3,617,Yes,0
31532,26,male,Bachelor,120865,3,RENT,15000,DEBTCONSOLIDATION,14.26,0.12,2,696,Yes,0
31533,41,male,High School,45308,17,RENT,7000,PERSONAL,9.32,0.15,16,564,Yes,0
31534,27,male,Bachelor,51605,9,RENT,7200,DEBTCONSOLIDATION,10.59,0.14,6,603,No,0
31535,29,male,Bachelor,78701,5,MORTGAGE,10000,EDUCATION,15.33,0.13,6,704,Yes,0
31536,25,male,Bachelor,91509,4,MORTGAGE,6000,MEDICAL,14.74,0.07,4,519,No,1
31537,22,male,Associate,21205,0,MORTGAGE,4750,HOMEIMPROVEMENT,13.85,0.22,2,658,No,1
31538,59,male,High School,210967,37,RENT,12000,PERSONAL,10.59,0.06,27,656,Yes,0
31539,22,male,Associate,68228,0,MORTGAGE,4750,PERSONAL,7.14,0.07,2,641,No,0
31540,23,male,Bachelor,150715,1,MORTGAGE,5000,DEBTCONSOLIDATION,6.62,0.03,3,659,No,0
31541,29,female,High School,120990,8,RENT,20000,PERSONAL,13.98,0.17,6,642,No,0
31542,27,male,Bachelor,73010,6,RENT,12650,EDUCATION,11.01,0.17,9,670,No,0
31543,23,male,Bachelor,73052,0,RENT,5000,DEBTCONSOLIDATION,14.04,0.07,3,666,Yes,0
31544,22,female,High School,98863,0,RENT,12000,EDUCATION,13.55,0.12,4,523,Yes,0
31545,24,male,Associate,115857,2,MORTGAGE,4200,VENTURE,11.01,0.04,4,650,Yes,0
31546,21,male,Associate,22489,0,RENT,5600,HOMEIMPROVEMENT,18.09,0.25,4,590,No,1
31547,39,female,Master,72867,18,MORTGAGE,15000,VENTURE,6.91,0.21,14,724,No,0
31548,35,female,High School,121052,13,MORTGAGE,9000,MEDICAL,10.99,0.07,8,515,Yes,0
31549,31,female,Doctorate,55197,10,RENT,8000,DEBTCONSOLIDATION,10.99,0.14,10,538,No,0
31550,26,female,Associate,53863,2,MORTGAGE,8475,HOMEIMPROVEMENT,6.91,0.16,4,668,Yes,0
31551,58,male,Bachelor,41332,37,RENT,1500,EDUCATION,14.79,0.04,28,679,Yes,0
31552,28,female,Bachelor,46944,5,RENT,3020,PERSONAL,9.67,0.06,10,594,No,0
31553,24,male,Associate,52942,6,MORTGAGE,16000,HOMEIMPROVEMENT,11.01,0.3,2,688,Yes,0
31554,26,female,Bachelor,36832,0,OWN,5000,VENTURE,10.95,0.14,4,604,Yes,0
31555,37,male,Doctorate,101926,16,RENT,5000,HOMEIMPROVEMENT,10,0.05,16,701,No,0
31556,26,female,Bachelor,57881,3,RENT,16500,MEDICAL,11.01,0.29,4,515,No,1
31557,24,male,Master,139750,2,MORTGAGE,3200,EDUCATION,16.29,0.02,2,600,Yes,0
31558,26,male,High School,66845,3,RENT,12000,PERSONAL,7.88,0.18,4,659,No,0
31559,21,male,Bachelor,25451,0,RENT,4500,MEDICAL,8,0.18,2,632,Yes,0
31560,27,male,Master,153272,4,MORTGAGE,21000,PERSONAL,10.99,0.14,8,717,Yes,0
31561,24,male,Bachelor,67086,2,MORTGAGE,7000,HOMEIMPROVEMENT,7.14,0.1,3,581,No,1
31562,25,female,High School,103040,0,RENT,12000,EDUCATION,11.01,0.12,2,631,Yes,0
31563,31,female,Bachelor,45212,10,MORTGAGE,22000,VENTURE,12.73,0.49,6,670,No,0
31564,23,male,High School,72729,0,MORTGAGE,7000,DEBTCONSOLIDATION,7.33,0.1,4,694,Yes,0
31565,45,male,Associate,59682,25,OWN,24250,MEDICAL,19.03,0.41,11,659,No,1
31566,25,female,High School,55949,0,RENT,5000,DEBTCONSOLIDATION,11.01,0.09,2,573,Yes,0
31567,31,female,Bachelor,120946,10,MORTGAGE,15000,HOMEIMPROVEMENT,9.63,0.12,5,671,Yes,0
31568,30,male,Bachelor,39541,8,RENT,7500,DEBTCONSOLIDATION,13.47,0.19,10,711,Yes,0
31569,28,male,Associate,77339,5,RENT,16000,MEDICAL,13.47,0.21,5,661,Yes,0
31570,32,male,Bachelor,146923,9,MORTGAGE,6000,PERSONAL,7.51,0.04,6,676,No,0
31571,35,female,Bachelor,39251,11,MORTGAGE,10750,DEBTCONSOLIDATION,14.96,0.27,5,716,No,1
31572,36,male,Doctorate,92850,18,RENT,20000,MEDICAL,13.22,0.22,12,556,Yes,0
31573,25,female,High School,53354,4,MORTGAGE,3600,VENTURE,9.32,0.07,2,533,Yes,0
31574,34,female,Bachelor,77935,13,RENT,15000,EDUCATION,10.25,0.19,8,580,Yes,0
31575,26,female,Doctorate,100786,6,MORTGAGE,25000,DEBTCONSOLIDATION,11.01,0.25,3,730,Yes,0
31576,27,female,Master,32469,6,RENT,3000,EDUCATION,13.98,0.09,10,696,Yes,0
31577,28,male,Associate,68404,4,MORTGAGE,15000,DEBTCONSOLIDATION,7.49,0.22,9,637,Yes,0
31578,30,female,Bachelor,12258,8,RENT,1800,PERSONAL,5.99,0.15,8,609,No,1
31579,24,female,Master,87447,6,RENT,20000,DEBTCONSOLIDATION,11.01,0.23,4,632,No,1
31580,28,male,Associate,77892,4,MORTGAGE,20000,PERSONAL,12.69,0.26,8,608,Yes,0
31581,36,male,High School,38301,15,RENT,8000,MEDICAL,14.11,0.21,12,653,No,1
31582,22,male,Master,64586,0,RENT,10000,MEDICAL,9.99,0.15,4,692,Yes,0
31583,40,female,Master,180802,17,MORTGAGE,24000,MEDICAL,6.62,0.13,14,724,No,0
31584,33,male,High School,77769,10,MORTGAGE,7600,MEDICAL,12.99,0.1,7,585,Yes,0
31585,41,male,Associate,91016,22,MORTGAGE,5500,EDUCATION,12.87,0.06,16,633,No,0
31586,25,female,Associate,34002,4,RENT,2200,MEDICAL,12.53,0.06,4,602,Yes,0
31587,26,male,Associate,45521,2,MORTGAGE,8400,EDUCATION,10.99,0.18,4,565,Yes,0
31588,25,male,High School,41437,3,RENT,10000,MEDICAL,11.03,0.24,4,600,Yes,0
31589,31,female,High School,100940,8,MORTGAGE,10000,MEDICAL,11.01,0.1,5,662,No,1
31590,30,female,Associate,144599,10,MORTGAGE,6000,EDUCATION,5.42,0.04,9,549,No,0
31591,26,male,High School,45905,6,RENT,10000,DEBTCONSOLIDATION,8.94,0.22,3,679,Yes,0
31592,24,male,Master,120015,1,MORTGAGE,12000,DEBTCONSOLIDATION,6.03,0.1,2,564,No,0
31593,37,female,Doctorate,29760,16,RENT,10000,DEBTCONSOLIDATION,9.76,0.34,13,656,No,1
31594,28,male,Bachelor,97024,4,RENT,17000,HOMEIMPROVEMENT,13.85,0.18,8,671,Yes,0
31595,26,male,High School,72992,5,RENT,1200,DEBTCONSOLIDATION,7.65,0.02,4,631,Yes,0
